SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
2023-2024,35,NEW MEXICO,NM,MIKE SENA ELEMENTARY,LAS VEGAS CITY,01,,NM-069,3501530,NM-069-150,350153000407,3500407,901 DOUGLAS AVENUE,,,LAS VEGAS,NM,87701,,12 COUNTY ROAD A-1,,,SAPELLO,NM,87745,,(505)454-5750,http://mikemateosena.cybercardinal.com/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,SIERRA VISTA ELEMENTARY,LAS VEGAS CITY,01,,NM-069,3501530,NM-069-054,350153000721,3500721,901 DOUGLAS AVENUE,,,LAS VEGAS,NM,87701,,475 LEGION DR,,,LAS VEGAS,NM,87701,,(505)454-5740,http://sierravista.cybercardinal.com/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,04,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,LVCS EARLY CHILDHOOD,LAS VEGAS CITY,01,,NM-069,3501530,NM-069-003,350153000863,3500863,901 DOUGLAS AVENUE,,,LAS VEGAS,NM,87701,,1022 9TH STREET,,,LAS VEGAS,NM,87701,,(505)454-5780,http://ecc.cybercardinal.com/,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,KG,KG,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LUIS E. ARMIJO ELEMENTARY,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-012,350156000408,3500408,179 BRIDGE STREET,,,LAS VEGAS,NM,87701,,600 PORTER ST,,,LAS VEGAS,NM,87701,,(505)426-2661,http://www.wlvs.k12.nm.us/o/wlvs/page/luis-e-armijo-elementary,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,01,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DON CECILIO MARTINEZ ELEMENTARY,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-112,350156000411,3500411,179 BRIDGE STREET,,,LAS VEGAS,NM,87701,,412 SANTA FE ST,,,LAS VEGAS,NM,87701,,(505)426-2861,http://www.wlvs.k12.nm.us/o/wlvs/page/don-cecilio-elementary,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,02,03,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,TONY SERNA JR. ELEMENTARY,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-125,350156000412,3500412,179 BRIDGE STREET,,,LAS VEGAS,NM,87701,,1725 NEW MEXICO AVE,,,LAS VEGAS,NM,87701,,(505)426-2621,http://www.wlvs.k12.nm.us/o/wlvs/page/tony-serna-jr-elementary,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,04,04,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,VALLEY ELEMENTARY,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-050,350156000415,3500415,PO BOX 519,,,RIBERA,NM,87560,,85 NM HWY 484,,,RIBERA,NM,87560,,(505)426-2311,http://www.wlvs.k12.nm.us/o/wlvs/page/west-las-vegas-valley-school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,VALLEY MIDDLE,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-068,350156000416,3500416,PO BOX 519,,,RIBERA,NM,87560,,85 NM HWY 484,,,RIBERA,NM,87560,,(505)426-2311,http://www.wlvs.k12.nm.us/o/wlvs/page/west-las-vegas-valley-school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,WEST LAS VEGAS HIGH SCHOOL,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-173,350156000418,3500418,157 MORENO ST,,,LAS VEGAS,NM,87701,,157 MORENO ST,,,LAS VEGAS,NM,87701,,(505)426-2500,http://www.wlvs.k12.nm.us/o/wlvs/page/west-las-vegas-high-school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,WEST LAS VEGAS MIDDLE SCHOOL,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-172,350156000419,3500419,179 BRIDGE STREET,,,LAS VEGAS,NM,87701,,1024 SOUTH PACIFIC,,,LAS VEGAS,NM,87701,,(505)426-2541,http://www.wlvs.k12.nm.us/o/wlvs/page/west-las-vegas-middle-school,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,UNION ELEMENTARY,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-157,350156000635,3500635,179 BRIDGE STREET,,,LAS VEGAS,NM,87701,,421 UNION ST,,,LAS VEGAS,NM,87701,,(505)426-2701,http://www.wlvs.k12.nm.us/o/wlvs/page/union-street-elementary,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,05,05,Middle,As reported
2023-2024,35,NEW MEXICO,NM,WLV FAMILY PARTNERSHIP,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-003,350156000815,3500815,1341 SOUTH GONZALES ST,,,LAS VEGAS,NM,87701,,1341 SOUTH GONZALES ST,,,LAS VEGAS,NM,87701,,(505)426-2559,http://www.wlvs.k12.nm.us/o/wlvs/page/west-las-vegas-family-partnership,1,Open,1,Open,05/08/2024,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported
2023-2024,35,NEW MEXICO,NM,RIO GALLINAS SCHOOL,WEST LAS VEGAS,01,,NM-068,3501560,NM-068-004,350156000911,3500911,2730 ROMERO ST,,,LAS VEGAS,NM,87701,,2730 ROMERO ST,,,LAS VEGAS,NM,87701,,(505)426-2311,http://riogallinasschool.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,Yes,068,WEST LAS VEGAS PUBLIC SCHOOLS,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOGAN ELEMENTARY,LOGAN,01,,NM-051,3501590,NM-051-080,350159000420,3500420,301 NORTH 2ND ST,,,LOGAN,NM,88426,,301 NORTH 2ND ST,,,LOGAN,NM,88426,,(575)487-2252,http://www.loganschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOGAN HIGH,LOGAN,01,,NM-051,3501590,NM-051-081,350159000421,3500421,301 NORTH 2ND ST,,,LOGAN,NM,88426,,301 NORTH 2ND ST,,,LOGAN,NM,88426,,(575)487-2252,http://www.loganschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,LOGAN MIDDLE,LOGAN,01,,NM-051,3501590,NM-051-082,350159000885,3500885,301 NORTH 2ND ST,,,LOGAN,NM,88426,,301 NORTH 2ND ST,,,LOGAN,NM,88426,,(575)487-2252,http://www.loganschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,UTE LAKE ONLINE LEARNING CENTER,LOGAN,01,,NM-051,3501590,NM-051-100,350159001147,3501147,301 NORTH 2ND ST,,,LOGAN,NM,88426,,301 NORTH 2ND ST,,,LOGAN,NM,88426,,(575)487-2252,http://www.loganschool.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported
2023-2024,35,NEW MEXICO,NM,CENTRAL ELEMENTARY,LORDSBURG,01,,NM-029,3501620,NM-029-034,350162000422,3500422,1352 HARDIN ST,,,LORDSBURG,NM,88045,,1352 HARDIN ST,,,LORDSBURG,NM,88045,,(575)542-9222,http://www.lmsed.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,05,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,DUGAN-TARANGO MIDDLE,LORDSBURG,01,,NM-029,3501620,NM-029-060,350162000423,3500423,1352 HARDIN STREET,,,LORDSBURG,NM,88045,,1352 HARDIN ST,,,LORDSBURG,NM,88045,,(575)542-9806,http://www.lmsed.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,LORDSBURG HIGH,LORDSBURG,01,,NM-029,3501620,NM-029-082,350162000424,3500424,501 WEST FOURTH ST,,,LORDSBURG,NM,88045,,501 WEST FOURTH ST,,,LORDSBURG,NM,88045,,(575)542-3782,http://www.lmsed.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,R.V.TRAYLOR ELEMENTARY,LORDSBURG,01,,NM-029,3501620,NM-029-174,350162000426,3500426,500 OWNBY,,,LORDSBURG,NM,88045,,500 OWNBY,,,LORDSBURG,NM,88045,,(575)542-3252,http://www.lmsed.org,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,ASPEN ELEMENTARY,LOS ALAMOS,01,,NM-041,3501650,NM-041-017,350165000427,3500427,2182 33RD STREET,,,LOS ALAMOS,NM,87544,,2182 33RD ST,,,LOS ALAMOS,NM,87544,,(505)663-2275,http://laschools.net/aspen,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BARRANCA MESA ELEMENTARY,LOS ALAMOS,01,,NM-041,3501650,NM-041-021,350165000428,3500428,57 LOMA DEL ESCOLAR,,,LOS ALAMOS,NM,87544,,57 LOMA DEL ESCOLAR,,,LOS ALAMOS,NM,87544,,(505)663-2730,http://laschools.net/barranca,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CHAMISA ELEMENTARY,LOS ALAMOS,01,,NM-041,3501650,NM-041-040,350165000429,3500429,301 MEADOW LANE,,,WHITE ROCK,NM,87547,,301 MEADOW LN,,,WHITE ROCK,NM,87547,,(505)663-2470,http://laschools.net/chamisa,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOS ALAMOS MIDDLE,LOS ALAMOS,01,,NM-041,3501650,NM-041-124,350165000430,3500430,2101 HAWK DRIVE,,,LOS ALAMOS,NM,87544,,2101 HAWK DR,,,LOS ALAMOS,NM,87544,,(505)663-2375,http://laschools.net/lams,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,LOS ALAMOS HIGH,LOS ALAMOS,01,,NM-041,3501650,NM-041-080,350165000431,3500431,1300 DIAMOND DRIVE,,,LOS ALAMOS,NM,87544,,1300 DIAMOND DR,,,LOS ALAMOS,NM,87544,,(505)663-2210,http://laschools.net/lahs,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,10,12,High,As reported
2023-2024,35,NEW MEXICO,NM,MOUNTAIN ELEMENTARY,LOS ALAMOS,01,,NM-041,3501650,NM-041-101,350165000433,3500433,2280 NORTH ROAD,,,LOS ALAMOS,NM,87544,,2280 NORTH RD,,,LOS ALAMOS,NM,87544,,(505)663-2325,http://laschools.net/mountain,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,PINON ELEMENTARY,LOS ALAMOS,01,,NM-041,3501650,NM-041-127,350165000434,3500434,90 GRAND CANYON DR,,,WHITE ROCK,NM,87547,,90 GRAND CANYON DR,,,WHITE ROCK,NM,87547,,(505)663-2680,http://laschools.net/pinon,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,TOPPER FRESHMAN ACADEMY,LOS ALAMOS,01,,NM-041,3501650,NM-041-079,350165001122,3501122,3800 CANYON DRIVE,,,LOS ALAMOS,NM,87544,,3800 CANYON DRIVE,,,LOS ALAMOS,NM,87544,,(505)663-2510,http://laschools.net/tfa,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,09,09,Secondary,As reported
2023-2024,35,NEW MEXICO,NM,LOS LUNAS ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-082,350168000258,3500258,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,800 CORONADO RD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,BOSQUE FARMS ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-028,350168000436,3500436,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,1390 WEST BOSQUE LP,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,RAYMOND GABALDON ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-083,350168000438,3500438,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,454 CORONADO RD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOS LUNAS HIGH,LOS LUNAS,01,,NM-086,3501680,NM-086-085,350168000439,3500439,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,1776 EMILIO LOPEZ RD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,LOS LUNAS MIDDLE,LOS LUNAS,01,,NM-086,3501680,NM-086-084,350168000440,3500440,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,220 LUNA AVE,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,PERALTA ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-122,350168000441,3500441,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,3645 HWY 47,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,VALENCIA MIDDLE SCHOOL,LOS LUNAS,01,,NM-086,3501680,NM-086-025,350168000614,3500614,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,22 MARLINK RD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,07,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,ANN PARISH ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-150,350168000703,3500703,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,112 MEADOW LAKE,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,KATHERINE GALLEGOS ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-080,350168000722,3500722,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,236 DOM PASQUAL RD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,VALENCIA ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-002,350168000762,3500762,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,111 MONICA RD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,DESERT VIEW ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-003,350168000792,3500792,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,49 CAMINO LA CANADA,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,CENTURY ALT HIGH,LOS LUNAS,01,,NM-086,3501680,NM-086-009,350168000807,3500807,PO DRAWER 1300,,,LOS LUNAS,NM,87301,,32 SUN VALLEY RD,,,LOS LUNAS,NM,87301,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,LOS LUNAS FAMILY SCHOOL,LOS LUNAS,01,,NM-086,3501680,NM-086-018,350168000866,3500866,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,111 MONICA ROAD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Alternative School,4,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported
2023-2024,35,NEW MEXICO,NM,VALENCIA HIGH,LOS LUNAS,01,,NM-086,3501680,NM-086-017,350168000989,3500989,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,301 BONITA VISTA BLVD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,SUNDANCE ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-160,350168001029,3501029,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,3701 SUNDANCE SW,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,TOME ELEMENTARY,LOS LUNAS,01,,NM-086,3501680,NM-086-180,350168030007,3530007,PO DRAWER 1300,,,LOS LUNAS,NM,87031,,46 CHACON RD,,,LOS LUNAS,NM,87031,,(505)866-8231,http://www.llschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOVING ELEMENTARY,LOVING,01,,NM-021,3501710,NM-021-085,350171000442,3500442,PO BOX 98,,,LOVING,NM,88256,,601 SOUTH SIXTH,,,LOVING,NM,88256,,(575)745-2071,http://www.lovingschools.com/Elementary_School,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOVING HIGH,LOVING,01,,NM-021,3501710,NM-021-086,350171000443,3500443,PO BOX 98,,,LOVING,NM,88256,,602 SOUTH SIXTH,,,LOVING,NM,88256,,(575)745-2020,http://www.lovingschools.com/High_School,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported
2023-2024,35,NEW MEXICO,NM,LOVING MIDDLE,LOVING,01,,NM-021,3501710,NM-021-088,350171000731,3500731,PO BOX 98,,,LOVING,NM,88256,,600 SOUTH SIXTH,,,LOVING,NM,88256,,(575)745-2051,http://www.lovingschools.com/Middle_School,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported
2023-2024,35,NEW MEXICO,NM,LOVINGTON 6TH GRADE ACADEMY,LOVINGTON,01,,NM-031,3501740,NM-031-080,350174000444,3500444,500 W. JEFFERSON AVE,,,LOVINGTON,NM,88260,,500 WEST JEFFERSON AVE,,,LOVINGTON,NM,88260,,(575)739-2330,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,06,06,Middle,As reported
2023-2024,35,NEW MEXICO,NM,JEFFERSON ELEMENTARY,LOVINGTON,01,,NM-031,3501740,NM-031-068,350174000445,3500445,300 W. JEFFERSON AVE,,,LOVINGTON,NM,88260,,300 WEST JEFFERSON AVE,,,LOVINGTON,NM,88260,,(575)739-2540,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,03,03,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LEA ELEMENTARY,LOVINGTON,01,,NM-031,3501740,NM-031-076,350174000446,3500446,1202 W. BIRCH AVENUE,,,LOVINGTON,NM,88260,,1202 WEST BIRCH AVE,,,LOVINGTON,NM,88260,,(575)739-2625,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,01,01,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LLANO ELEMENTARY,LOVINGTON,01,,NM-031,3501740,NM-031-078,350174000447,3500447,1000 SOUTH FIRST,,,LOVINGTON,NM,88260,,1000 SOUTH FIRST,,,LOVINGTON,NM,88260,,(575)739-2670,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,KG,Elementary,As reported
2023-2024,35,NEW MEXICO,NM,LOVINGTON HIGH,LOVINGTON,01,,NM-031,3501740,NM-031-081,350174000448,3500448,701 W. AVE K,,,LOVINGTON,NM,88260,,701 WEST AVE K,,,LOVINGTON,NM,88260,,(575)739-2230,http://www.lovingtonschools.net,1,Open,1,Open,05/08/2024,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,10,12,High,As reported
